region,date,iHosp,iICU,inHosp,inICU
CVL,2020-04-22,30,6,532,125
CVL,2020-04-23,31,8,520,127
CVL,2020-04-24,33,5,497,124
CVL,2020-04-25,30,4,514,127
CVL,2020-04-26,28,1,526,127
CVL,2020-04-27,27,6,490,122
CVL,2020-04-28,34,4,468,116
CVL,2020-04-29,23,4,452,110
CVL,2020-04-30,30,6,435,107
CVL,2020-05-01,20,3,436,108
CVL,2020-05-02,14,1,441,107
CVL,2020-05-03,11,2,446,106
CVL,2020-05-04,16,2,408,96
CVL,2020-05-05,20,2,384,86
CVL,2020-05-06,8,1,355,82
CVL,2020-05-07,13,0,318,76
CVL,2020-05-08,9,1,320,75
CVL,2020-05-09,14,0,329,74
CVL,2020-05-10,5,0,329,71
CVL,2020-05-11,10,0,307,66
CVL,2020-05-12,9,3,274,64
CVL,2020-05-13,13,1,254,60
CVL,2020-05-14,11,3,230,62
CVL,2020-05-15,10,1,221,58
CVL,2020-05-16,6,1,215,58
CVL,2020-05-17,5,0,216,58
CVL,2020-05-18,9,0,204,54
CVL,2020-05-19,7,2,194,51
CVL,2020-05-20,7,0,180,49
CVL,2020-05-21,5,0,182,49
CVL,2020-05-22,2,0,171,46
CVL,2020-05-23,3,0,171,45
CVL,2020-05-24,3,1,170,46
CVL,2020-05-25,0,1,154,44
CVL,2020-05-26,7,0,147,40
CVL,2020-05-27,3,0,141,37
CVL,2020-05-28,2,0,127,36
CVL,2020-05-29,2,0,116,36
CVL,2020-05-30,4,0,118,36
CVL,2020-05-31,1,0,119,34
CVL,2020-06-01,0,0,116,34
CVL,2020-06-02,3,0,108,33
CVL,2020-06-03,2,0,95,33
CVL,2020-06-04,3,0,88,32
CVL,2020-06-05,1,0,77,29
CVL,2020-06-06,0,0,76,27
CVL,2020-06-07,1,0,76,27
CVL,2020-06-08,0,0,73,25
CVL,2020-06-09,3,2,69,27
CVL,2020-06-10,1,0,63,27
CVL,2020-06-11,2,0,60,25
CVL,2020-06-12,0,0,54,25
CVL,2020-06-13,1,0,54,24
CVL,2020-06-14,1,0,54,24
CVL,2020-06-15,0,1,50,23
CVL,2020-06-16,1,0,45,21
CVL,2020-06-17,0,0,42,19
CVL,2020-06-18,0,0,40,18
CVL,2020-06-19,1,0,37,16
CVL,2020-06-20,0,0,37,16
CVL,2020-06-21,0,0,37,16
CVL,2020-06-22,1,0,34,16
CVL,2020-06-23,2,0,35,14
CVL,2020-06-24,0,0,32,13
CVL,2020-06-25,1,0,30,12
CVL,2020-06-26,0,0,29,12
CVL,2020-06-27,0,0,27,12
CVL,2020-06-28,0,0,27,12
CVL,2020-06-29,1,0,27,11
CVL,2020-06-30,1,0,26,11
CVL,2020-07-01,1,0,26,11
CVL,2020-07-02,1,0,25,10
CVL,2020-07-03,1,0,24,10
CVL,2020-07-04,0,0,24,10
CVL,2020-07-05,1,0,25,10
CVL,2020-07-06,0,0,22,10
CVL,2020-07-07,1,0,21,10
CVL,2020-07-08,0,0,20,10
CVL,2020-07-09,0,0,19,10
CVL,2020-07-10,0,0,18,10
CVL,2020-07-11,0,0,18,8
CVL,2020-07-12,1,0,19,8
CVL,2020-07-13,0,0,19,8
CVL,2020-07-14,0,0,20,7
CVL,2020-07-15,0,0,13,6
CVL,2020-07-16,0,0,12,6
CVL,2020-07-17,0,0,12,6
CVL,2020-07-18,0,0,12,6
CVL,2020-07-19,0,0,12,6
CVL,2020-07-20,0,0,12,6
CVL,2020-07-21,1,0,13,6
CVL,2020-07-22,1,1,13,7
CVL,2020-07-23,3,0,14,7
CVL,2020-07-24,0,0,14,7
CVL,2020-07-25,2,1,14,8
CVL,2020-07-26,1,0,14,8
CVL,2020-07-27,3,1,14,8
CVL,2020-07-28,2,1,15,9
CVL,2020-07-29,7,0,23,7
CVL,2020-07-30,2,0,24,6
CVL,2020-07-31,3,0,23,6
CVL,2020-08-01,0,1,21,7
CVL,2020-08-02,1,0,22,7
CVL,2020-08-03,1,1,21,7
CVL,2020-08-04,1,0,21,6
CVL,2020-08-05,2,0,21,6
CVL,2020-08-06,1,0,21,6
CVL,2020-08-07,0,0,22,5
CVL,2020-08-08,6,1,26,5
CVL,2020-08-09,2,0,27,5
CVL,2020-08-10,3,2,24,7
CVL,2020-08-11,2,0,24,5
CVL,2020-08-12,4,1,25,7
CVL,2020-08-13,2,1,22,8
CVL,2020-08-14,3,0,23,8
CVL,2020-08-15,2,0,24,8
CVL,2020-08-16,2,1,24,9
CVL,2020-08-17,3,1,23,10
CVL,2020-08-18,5,4,26,10
CVL,2020-08-19,4,1,25,10
CVL,2020-08-20,5,2,26,11
CVL,2020-08-21,1,0,24,11
CVL,2020-08-22,3,0,27,8
CVL,2020-08-23,5,1,31,9
CVL,2020-08-24,5,1,32,9
CVL,2020-08-25,1,1,27,8
CVL,2020-08-26,4,0,28,8
CVL,2020-08-27,1,1,24,7
CVL,2020-08-28,3,1,24,7
CVL,2020-08-29,5,0,29,7
CVL,2020-08-30,4,0,31,7
CVL,2020-08-31,5,0,35,7
CVL,2020-09-01,4,1,35,8
CVL,2020-09-02,6,3,35,10
CVL,2020-09-03,5,1,36,11
CVL,2020-09-04,5,2,37,13
CVL,2020-09-05,7,0,43,13
CVL,2020-09-06,3,1,44,13
CVL,2020-09-07,17,3,53,16
CVL,2020-09-08,7,2,52,17
CVL,2020-09-09,6,0,53,15
CVL,2020-09-10,10,1,61,13
CVL,2020-09-11,3,1,54,13
CVL,2020-09-12,9,5,55,17
CVL,2020-09-13,9,2,63,18
CVL,2020-09-14,6,1,62,17
CVL,2020-09-15,9,2,64,19
CVL,2020-09-16,6,0,68,17
CVL,2020-09-17,13,0,70,17
CVL,2020-09-18,11,2,72,17
CVL,2020-09-19,9,1,76,18
CVL,2020-09-20,11,3,79,21
CVL,2020-09-21,14,4,82,23
CVL,2020-09-22,9,3,82,22
CVL,2020-09-23,15,1,92,23
CVL,2020-09-24,12,1,96,24
CVL,2020-09-25,16,2,106,20
CVL,2020-09-26,10,0,113,18
CVL,2020-09-27,6,1,114,19
CVL,2020-09-28,11,2,108,20
CVL,2020-09-29,9,0,104,18
CVL,2020-09-30,13,7,99,24
CVL,2020-10-01,15,3,107,25
CVL,2020-10-02,20,5,109,25
CVL,2020-10-03,12,1,116,26
CVL,2020-10-04,10,0,119,24
CVL,2020-10-05,17,5,122,28
CVL,2020-10-06,12,4,121,28
CVL,2020-10-07,19,2,131,27
CVL,2020-10-08,22,7,130,33
CVL,2020-10-09,23,5,135,38
CVL,2020-10-10,15,5,140,41
CVL,2020-10-11,16,3,149,44
CVL,2020-10-12,25,5,154,44
CVL,2020-10-13,18,4,155,43
CVL,2020-10-14,37,8,174,48
CVL,2020-10-15,25,9,179,52
CVL,2020-10-16,31,8,189,52
CVL,2020-10-17,40,6,217,55
CVL,2020-10-18,27,2,240,56
CVL,2020-10-19,45,14,247,67
CVL,2020-10-20,33,6,252,69
CVL,2020-10-21,51,5,282,68
CVL,2020-10-22,31,10,289,76
CVL,2020-10-23,48,5,302,76
CVL,2020-10-24,37,3,325,75
CVL,2020-10-25,50,9,354,84
CVL,2020-10-26,47,11,362,84
CVL,2020-10-27,66,10,399,87
CVL,2020-10-28,71,9,417,88
CVL,2020-10-29,60,15,432,99
CVL,2020-10-30,74,11,470,98
CVL,2020-10-31,57,5,505,99
CVL,2020-11-01,63,15,540,108
CVL,2020-11-02,87,26,552,122
CVL,2020-11-03,69,13,553,125
CVL,2020-11-04,65,15,565,131
CVL,2020-11-05,86,17,572,142
CVL,2020-11-06,78,19,560,152
CVL,2020-11-07,81,14,603,157
CVL,2020-11-08,62,9,641,159
CVL,2020-11-09,88,13,656,150
CVL,2020-11-10,77,14,639,151
CVL,2020-11-11,57,15,651,163
CVL,2020-11-12,73,11,635,171
CVL,2020-11-13,71,11,606,167
CVL,2020-11-14,51,7,634,164
CVL,2020-11-15,45,19,653,173
CVL,2020-11-16,67,16,628,172
CVL,2020-11-17,55,7,616,168
CVL,2020-11-18,50,9,597,161
CVL,2020-11-19,50,8,570,160
CVL,2020-11-20,46,4,538,150
CVL,2020-11-21,32,7,551,153
CVL,2020-11-22,28,5,562,152
CVL,2020-11-23,36,7,523,142
CVL,2020-11-24,58,8,523,138
CVL,2020-11-25,46,13,498,136
CVL,2020-11-26,35,6,483,128
CVL,2020-11-27,45,10,457,127
CVL,2020-11-28,31,3,467,123
CVL,2020-11-29,23,4,478,123
CVL,2020-11-30,45,6,472,119
CVL,2020-12-01,38,4,455,112
CVL,2020-12-02,47,10,445,119
CVL,2020-12-03,33,6,424,115
CVL,2020-12-04,55,2,433,115
CVL,2020-12-05,49,1,466,113
CVL,2020-12-06,38,7,484,116
CVL,2020-12-07,53,10,478,119
CVL,2020-12-08,39,3,475,116
CVL,2020-12-09,48,7,474,112
CVL,2020-12-10,38,7,469,108
CVL,2020-12-11,58,5,465,105
CVL,2020-12-12,29,3,484,107
CVL,2020-12-13,21,2,495,105
CVL,2020-12-14,47,6,498,99
CVL,2020-12-15,33,7,483,97
CVL,2020-12-16,40,5,485,97
CVL,2020-12-17,48,10,475,104
CVL,2020-12-18,44,4,472,102
CVL,2020-12-19,40,6,493,105
CVL,2020-12-20,22,4,492,108
CVL,2020-12-21,36,3,450,103
CVL,2020-12-22,42,8,435,103
CVL,2020-12-23,39,8,422,105
CVL,2020-12-24,30,6,404,103
CVL,2020-12-25,23,2,415,103
CVL,2020-12-26,34,6,431,108
CVL,2020-12-27,23,3,439,107
CVL,2020-12-28,45,10,434,109
CVL,2020-12-29,40,7,437,110
CVL,2020-12-30,33,5,414,108
CVL,2020-12-31,29,11,382,112
CVL,2021-01-01,22,5,390,116
CVL,2021-01-02,28,1,405,115
CVL,2021-01-03,27,3,422,112
CVL,2021-01-04,49,4,428,113
CVL,2021-01-05,48,10,431,113
CVL,2021-01-06,40,5,426,112
CVL,2021-01-07,56,9,441,114
CVL,2021-01-08,51,2,449,108
CVL,2021-01-09,28,6,460,109
CVL,2021-01-10,25,6,472,112
CVL,2021-01-11,37,7,462,110
CVL,2021-01-12,47,8,470,115
CVL,2021-01-13,54,6,483,114
CVL,2021-01-14,48,12,472,117
CVL,2021-01-15,63,2,486,117
CVL,2021-01-16,43,6,506,118
CVL,2021-01-17,26,6,517,118
CVL,2021-01-18,49,10,498,117
CVL,2021-01-19,54,13,494,127
CVL,2021-01-20,47,10,497,125
CVL,2021-01-21,51,12,486,127
CVL,2021-01-22,52,10,490,135
CVL,2021-01-23,45,8,516,137
CVL,2021-01-24,43,14,532,148
CVL,2021-01-25,65,12,542,143
CVL,2021-01-26,52,11,528,141
CVL,2021-01-27,53,18,516,152
CVL,2021-01-28,46,6,507,142
CVL,2021-01-29,54,7,500,142
CVL,2021-01-30,44,9,518,149
CVL,2021-01-31,38,8,522,151
CVL,2021-02-01,57,10,522,152
CVL,2021-02-02,66,7,531,152
CVL,2021-02-03,53,13,526,155
CVL,2021-02-04,48,5,513,152
CVL,2021-02-05,40,11,495,147
CVL,2021-02-06,42,5,504,147
CVL,2021-02-07,42,3,529,143
CVL,2021-02-08,43,10,515,145
CVL,2021-02-09,53,8,520,138
CVL,2021-02-10,58,14,513,132
CVL,2021-02-11,36,5,486,127
CVL,2021-02-12,50,6,476,126
CVL,2021-02-13,43,13,493,131
CVL,2021-02-14,28,7,502,135
CVL,2021-02-15,63,10,479,136
CVL,2021-02-16,40,5,471,125
CVL,2021-02-17,35,7,462,124
CVL,2021-02-18,42,9,454,128
CVL,2021-02-19,49,4,443,120
CVL,2021-02-20,32,12,450,124
CVL,2021-02-21,39,8,473,122
CVL,2021-02-22,56,16,464,131
CVL,2021-02-23,60,11,472,131
CVL,2021-02-24,43,9,470,125
CVL,2021-02-25,45,13,462,128
CVL,2021-02-26,39,13,430,134
CVL,2021-02-27,39,7,444,135
CVL,2021-02-28,29,13,454,140
CVL,2021-03-01,61,13,448,143
CVL,2021-03-02,48,11,434,144
CVL,2021-03-03,39,2,434,136
CVL,2021-03-04,51,11,424,135
CVL,2021-03-05,43,12,408,139
CVL,2021-03-06,32,6,418,139
CVL,2021-03-07,36,6,443,141
CVL,2021-03-08,49,9,426,137
CVL,2021-03-09,43,13,407,140
CVL,2021-03-10,49,11,407,143
CVL,2021-03-11,53,14,416,148
CVL,2021-03-12,40,12,398,150
CVL,2021-03-13,30,4,410,143
CVL,2021-03-14,31,12,423,151
CVL,2021-03-15,40,12,391,154
CVL,2021-03-16,39,7,383,151
CVL,2021-03-17,56,11,392,150
CVL,2021-03-18,40,12,391,149
CVL,2021-03-19,52,8,394,141
CVL,2021-03-20,46,12,418,148
CVL,2021-03-21,36,17,421,157
CVL,2021-03-22,65,13,423,158
CVL,2021-03-23,51,13,407,153
CVL,2021-03-24,48,11,416,155
CVL,2021-03-25,47,15,419,162
CVL,2021-03-26,54,15,407,170
CVL,2021-03-27,48,13,421,166
CVL,2021-03-28,49,13,449,173
CVL,2021-03-29,71,14,456,168
CVL,2021-03-30,70,17,457,175
CVL,2021-03-31,66,13,443,177
CVL,2021-04-01,66,22,445,183
CVL,2021-04-02,67,11,438,176
CVL,2021-04-03,66,19,464,182
CVL,2021-04-04,47,16,481,188
CVL,2021-04-05,52,12,510,196
CVL,2021-04-06,72,15,498,188
CVL,2021-04-07,70,19,496,190
CVL,2021-04-08,58,18,475,193
CVL,2021-04-09,69,17,466,195
CVL,2021-04-10,62,21,491,198
CVL,2021-04-11,52,12,518,207
CVL,2021-04-12,78,19,527,204
CVL,2021-04-13,62,13,511,201
CVL,2021-04-14,54,17,497,202
CVL,2021-04-15,79,18,516,203
CVL,2021-04-16,68,18,510,206
CVL,2021-04-17,78,13,549,206
CVL,2021-04-18,41,11,565,211
CVL,2021-04-19,62,17,541,214
CVL,2021-04-20,66,17,540,209
CVL,2021-04-21,64,24,517,219
CVL,2021-04-22,60,21,496,225
CVL,2021-04-23,64,13,474,216
CVL,2021-04-24,59,8,501,215
CVL,2021-04-25,35,17,499,228
CVL,2021-04-26,70,12,486,220
CVL,2021-04-27,51,14,464,206
CVL,2021-04-28,47,15,456,199
CVL,2021-04-29,55,21,435,203
CVL,2021-04-30,53,10,414,199
CVL,2021-05-01,41,9,428,195
CVL,2021-05-02,37,13,436,203
CVL,2021-05-03,50,10,429,194
CVL,2021-05-04,42,9,402,197
CVL,2021-05-05,36,13,377,198
CVL,2021-05-06,50,18,376,191
CVL,2021-05-07,34,6,361,181
CVL,2021-05-08,43,13,369,184
CVL,2021-05-09,32,12,374,180
CVL,2021-05-10,45,16,358,176
CVL,2021-05-11,42,8,346,168
CVL,2021-05-12,32,12,343,166
CVL,2021-05-13,16,2,346,163
CVL,2021-05-14,25,4,332,150
CVL,2021-05-15,33,6,335,152
CVL,2021-05-16,19,8,338,154
CVL,2021-05-17,27,6,308,140
CVL,2021-05-18,20,7,272,131
CVL,2021-05-19,22,10,247,129
CVL,2021-05-20,20,4,239,114
CVL,2021-05-21,25,4,219,112
CVL,2021-05-22,17,3,218,110
CVL,2021-05-23,10,1,215,110
CVL,2021-05-24,14,5,216,112
CVL,2021-05-25,15,4,189,108
CVL,2021-05-26,21,7,184,102
CVL,2021-05-27,12,6,165,103
CVL,2021-05-28,12,4,150,100
CVL,2021-05-29,8,1,147,100
CVL,2021-05-30,10,1,153,99
CVL,2021-05-31,11,5,128,93
CVL,2021-06-01,14,4,119,85
CVL,2021-06-02,14,3,106,81
CVL,2021-06-03,13,9,98,86
CVL,2021-06-04,9,3,90,82
CVL,2021-06-05,12,4,93,84
CVL,2021-06-06,14,4,99,84
CVL,2021-06-07,16,5,91,83
CVL,2021-06-08,7,2,77,83
CVL,2021-06-09,6,3,64,79
CVL,2021-06-10,6,2,62,79
CVL,2021-06-11,5,2,52,76
CVL,2021-06-12,6,4,54,77
CVL,2021-06-13,8,2,60,77
CVL,2021-06-14,11,2,56,73
CVL,2021-06-15,4,1,45,69
CVL,2021-06-16,5,1,47,62
CVL,2021-06-17,4,0,38,61
CVL,2021-06-18,2,0,29,58
CVL,2021-06-19,1,0,26,57
CVL,2021-06-20,2,0,29,54
CVL,2021-06-21,4,1,29,53
CVL,2021-06-22,3,1,19,53
CVL,2021-06-23,1,0,10,45
CVL,2021-06-24,4,1,9,45
CVL,2021-06-25,2,0,8,42
CVL,2021-06-26,1,0,8,40
CVL,2021-06-27,2,1,7,40
CVL,2021-06-28,4,1,7,38
CVL,2021-06-29,5,0,13,37
CVL,2021-06-30,1,1,10,35
CVL,2021-07-01,3,0,8,33
CVL,2021-07-02,2,1,8,33
CVL,2021-07-03,4,1,9,34
CVL,2021-07-04,1,0,8,34
CVL,2021-07-05,2,1,7,31
CVL,2021-07-06,1,0,9,29
CVL,2021-07-07,4,1,9,28
CVL,2021-07-08,0,0,5,25
CVL,2021-07-09,0,0,0,24
GES,2020-03-01,6,0,4,0
GES,2020-03-02,13,3,14,3
GES,2020-03-03,9,1,21,4
GES,2020-03-04,34,9,46,13
GES,2020-03-05,34,3,75,15
GES,2020-03-06,41,6,105,20
GES,2020-03-07,46,6,136,25
GES,2020-03-08,34,8,155,32
GES,2020-03-09,48,7,187,36
GES,2020-03-10,56,14,219,49
GES,2020-03-11,80,14,263,60
GES,2020-03-12,77,16,305,74
GES,2020-03-13,119,17,379,90
GES,2020-03-14,117,8,469,93
GES,2020-03-15,208,41,590,130
GES,2020-03-16,315,75,775,196
GES,2020-03-17,270,47,946,232
GES,2020-03-18,316,58,1151,280
GES,2020-03-19,372,84,1351,347
GES,2020-03-20,418,77,1563,412
GES,2020-03-21,347,59,1760,451
GES,2020-03-22,358,69,1941,503
GES,2020-03-23,586,115,2192,594
GES,2020-03-24,496,105,2382,664
GES,2020-03-25,571,100,2618,729
GES,2020-03-26,536,119,2787,809
GES,2020-03-27,591,99,3008,862
GES,2020-03-28,448,97,3173,924
GES,2020-03-29,312,87,3251,976
GES,2020-03-30,505,98,3325,1015
GES,2020-03-31,493,90,3402,1037
GES,2020-04-01,432,75,3413,1045
GES,2020-04-02,415,73,3458,1063
GES,2020-04-03,476,76,3413,1063
GES,2020-04-04,323,46,3494,1067
GES,2020-04-05,183,40,3514,1066
GES,2020-04-06,371,61,3396,1066
GES,2020-04-07,276,37,3266,1037
GES,2020-04-08,303,30,3176,1004
GES,2020-04-09,307,32,3110,977
GES,2020-04-10,215,28,3065,952
GES,2020-04-11,212,18,3075,942
GES,2020-04-12,154,34,3090,956
GES,2020-04-13,130,22,3134,927
GES,2020-04-14,242,27,2997,898
GES,2020-04-15,191,19,2871,844
GES,2020-04-16,173,33,2754,814
GES,2020-04-17,203,20,2627,752
GES,2020-04-18,121,15,2615,741
GES,2020-04-19,99,7,2635,729
GES,2020-04-20,168,28,2522,704
GES,2020-04-21,167,20,2428,682
GES,2020-04-22,148,22,2328,670
GES,2020-04-23,127,18,2248,638
GES,2020-04-24,135,18,2163,602
GES,2020-04-25,95,9,2174,587
GES,2020-04-26,58,11,2189,587
GES,2020-04-27,122,21,2090,561
GES,2020-04-28,117,8,2000,541
GES,2020-04-29,103,13,1930,517
GES,2020-04-30,109,9,1815,483
GES,2020-05-01,60,9,1821,475
GES,2020-05-02,66,18,1829,476
GES,2020-05-03,44,9,1846,472
GES,2020-05-04,78,10,1757,438
GES,2020-05-05,83,13,1663,407
GES,2020-05-06,72,5,1623,365
GES,2020-05-07,70,7,1502,341
GES,2020-05-08,29,3,1488,336
GES,2020-05-09,50,5,1494,336
GES,2020-05-10,42,5,1521,330
GES,2020-05-11,51,6,1461,308
GES,2020-05-12,56,3,1400,284
GES,2020-05-13,42,5,1327,268
GES,2020-05-14,52,2,1275,259
GES,2020-05-15,50,7,1211,245
GES,2020-05-16,26,7,1203,243
GES,2020-05-17,25,5,1210,246
GES,2020-05-18,50,13,1144,240
GES,2020-05-19,38,5,1078,222
GES,2020-05-20,43,6,1007,219
GES,2020-05-21,32,3,1005,218
GES,2020-05-22,34,9,966,207
GES,2020-05-23,16,5,954,199
GES,2020-05-24,26,4,973,198
GES,2020-05-25,45,4,915,184
GES,2020-05-26,28,3,852,171
GES,2020-05-27,33,1,832,160
GES,2020-05-28,24,2,779,157
GES,2020-05-29,27,3,740,149
GES,2020-05-30,15,3,728,148
GES,2020-05-31,10,2,731,145
GES,2020-06-01,22,2,738,141
GES,2020-06-02,27,1,691,135
GES,2020-06-03,23,4,653,123
GES,2020-06-04,26,2,622,117
GES,2020-06-05,11,3,579,112
GES,2020-06-06,15,1,587,110
GES,2020-06-07,13,2,595,108
GES,2020-06-08,16,2,541,97
GES,2020-06-09,13,0,516,85
GES,2020-06-10,19,4,495,86
GES,2020-06-11,14,0,477,75
GES,2020-06-12,14,4,446,75
GES,2020-06-13,3,3,441,76
GES,2020-06-14,12,3,447,77
GES,2020-06-15,19,4,433,74
GES,2020-06-16,13,2,401,71
GES,2020-06-17,14,0,388,65
GES,2020-06-18,10,3,370,65
GES,2020-06-19,8,0,357,62
GES,2020-06-20,10,1,359,61
GES,2020-06-21,10,2,362,60
GES,2020-06-22,4,0,341,58
GES,2020-06-23,7,1,329,53
GES,2020-06-24,9,1,318,50
GES,2020-06-25,8,2,305,49
GES,2020-06-26,6,0,293,49
GES,2020-06-27,6,3,293,49
GES,2020-06-28,4,0,294,49
GES,2020-06-29,4,0,279,44
GES,2020-06-30,7,2,244,42
GES,2020-07-01,7,0,235,37
GES,2020-07-02,3,3,217,39
GES,2020-07-03,6,0,208,38
GES,2020-07-04,7,2,206,40
GES,2020-07-05,4,0,210,40
GES,2020-07-06,12,2,204,39
GES,2020-07-07,3,2,196,37
GES,2020-07-08,6,0,191,35
GES,2020-07-09,3,2,182,35
GES,2020-07-10,4,0,172,33
GES,2020-07-11,3,1,171,33
GES,2020-07-12,1,1,168,32
GES,2020-07-13,7,0,163,29
GES,2020-07-14,5,1,163,29
GES,2020-07-15,9,2,162,28
GES,2020-07-16,7,1,160,28
GES,2020-07-17,9,0,166,25
GES,2020-07-18,4,2,166,25
GES,2020-07-19,5,0,170,25
GES,2020-07-20,4,0,160,23
GES,2020-07-21,7,0,149,23
GES,2020-07-22,6,1,140,23
GES,2020-07-23,3,0,134,22
GES,2020-07-24,5,0,136,19
GES,2020-07-25,8,0,142,18
GES,2020-07-26,5,0,147,18
GES,2020-07-27,6,2,148,16
GES,2020-07-28,6,0,146,16
GES,2020-07-29,5,0,145,15
GES,2020-07-30,5,1,146,15
GES,2020-07-31,4,1,134,16
GES,2020-08-01,2,0,134,16
GES,2020-08-02,7,1,139,16
GES,2020-08-03,11,0,135,16
GES,2020-08-04,7,0,138,16
GES,2020-08-05,9,1,138,17
GES,2020-08-06,4,0,132,16
GES,2020-08-07,6,1,127,17
GES,2020-08-08,4,1,128,18
GES,2020-08-09,4,0,131,16
GES,2020-08-10,5,0,126,15
GES,2020-08-11,9,2,124,16
GES,2020-08-12,8,0,124,16
GES,2020-08-13,6,1,127,16
GES,2020-08-14,6,0,125,15
GES,2020-08-15,8,1,130,16
GES,2020-08-16,5,0,134,16
GES,2020-08-17,10,0,137,15
GES,2020-08-18,3,0,132,14
GES,2020-08-19,11,2,129,15
GES,2020-08-20,8,3,121,16
GES,2020-08-21,7,2,116,18
GES,2020-08-22,3,1,114,17
GES,2020-08-23,5,2,115,17
GES,2020-08-24,9,1,119,16
GES,2020-08-25,8,0,121,14
GES,2020-08-26,10,1,119,15
GES,2020-08-27,9,1,120,14
GES,2020-08-28,8,1,118,14
GES,2020-08-29,8,1,124,15
GES,2020-08-30,11,3,132,17
GES,2020-08-31,13,1,136,18
GES,2020-09-01,8,1,126,15
GES,2020-09-02,7,1,125,14
GES,2020-09-03,17,2,131,16
GES,2020-09-04,3,2,121,15
GES,2020-09-05,5,0,119,15
GES,2020-09-06,6,0,124,13
GES,2020-09-07,18,6,120,18
GES,2020-09-08,17,2,128,19
GES,2020-09-09,8,1,126,21
GES,2020-09-10,19,0,131,20
GES,2020-09-11,19,3,128,23
GES,2020-09-12,16,3,138,25
GES,2020-09-13,11,2,145,24
GES,2020-09-14,23,1,157,23
GES,2020-09-15,10,5,153,23
GES,2020-09-16,22,1,165,22
GES,2020-09-17,21,4,161,23
GES,2020-09-18,24,2,177,25
GES,2020-09-19,16,2,183,23
GES,2020-09-20,12,1,189,25
GES,2020-09-21,18,2,193,26
GES,2020-09-22,18,5,193,29
GES,2020-09-23,19,3,196,30
GES,2020-09-24,36,9,205,38
GES,2020-09-25,19,4,207,39
GES,2020-09-26,11,4,210,41
GES,2020-09-27,14,3,217,44
GES,2020-09-28,28,8,216,49
GES,2020-09-29,18,4,211,49
GES,2020-09-30,17,3,205,46
GES,2020-10-01,19,5,211,49
GES,2020-10-02,21,4,212,48
GES,2020-10-03,23,2,226,48
GES,2020-10-04,20,3,240,48
GES,2020-10-05,17,2,233,47
GES,2020-10-06,31,4,236,45
GES,2020-10-07,25,5,246,43
GES,2020-10-08,40,4,264,44
GES,2020-10-09,39,6,276,46
GES,2020-10-10,39,13,290,57
GES,2020-10-11,23,3,304,60
GES,2020-10-12,41,10,312,67
GES,2020-10-13,50,5,345,68
GES,2020-10-14,66,12,380,75
GES,2020-10-15,52,5,400,73
GES,2020-10-16,56,8,430,73
GES,2020-10-17,49,5,461,77
GES,2020-10-18,45,2,504,74
GES,2020-10-19,79,16,534,80
GES,2020-10-20,77,11,566,87
GES,2020-10-21,84,12,613,94
GES,2020-10-22,92,12,661,100
GES,2020-10-23,110,16,713,104
GES,2020-10-24,106,14,782,111
GES,2020-10-25,100,15,850,122
GES,2020-10-26,134,23,900,131
GES,2020-10-27,150,18,969,139
GES,2020-10-28,131,20,1025,144
GES,2020-10-29,160,31,1096,167
GES,2020-10-30,157,26,1137,179
GES,2020-10-31,171,28,1231,196
GES,2020-11-01,129,24,1301,210
GES,2020-11-02,225,29,1381,229
GES,2020-11-03,201,27,1474,229
GES,2020-11-04,178,26,1517,239
GES,2020-11-05,177,33,1536,254
GES,2020-11-06,183,32,1533,264
GES,2020-11-07,148,28,1588,279
GES,2020-11-08,144,19,1662,284
GES,2020-11-09,232,35,1712,294
GES,2020-11-10,254,38,1776,311
GES,2020-11-11,152,25,1858,316
GES,2020-11-12,210,33,1885,323
GES,2020-11-13,204,30,1870,331
GES,2020-11-14,164,22,1908,330
GES,2020-11-15,113,13,1975,329
GES,2020-11-16,181,29,1945,334
GES,2020-11-17,178,29,1918,343
GES,2020-11-18,165,19,1919,334
GES,2020-11-19,146,28,1874,343
GES,2020-11-20,173,18,1835,339
GES,2020-11-21,97,19,1851,342
GES,2020-11-22,98,11,1906,336
GES,2020-11-23,154,21,1850,333
GES,2020-11-24,160,21,1806,335
GES,2020-11-25,133,10,1786,319
GES,2020-11-26,108,14,1723,304
GES,2020-11-27,135,13,1682,290
GES,2020-11-28,85,11,1674,290
GES,2020-11-29,100,16,1727,297
GES,2020-11-30,127,8,1659,278
GES,2020-12-01,128,19,1603,277
GES,2020-12-02,134,16,1617,276
GES,2020-12-03,141,16,1601,276
GES,2020-12-04,152,20,1605,273
GES,2020-12-05,98,11,1640,273
GES,2020-12-06,99,17,1678,283
GES,2020-12-07,119,17,1636,271
GES,2020-12-08,138,12,1631,257
GES,2020-12-09,147,19,1626,261
GES,2020-12-10,147,18,1627,258
GES,2020-12-11,156,24,1624,263
GES,2020-12-12,147,16,1692,271
GES,2020-12-13,106,24,1744,285
GES,2020-12-14,204,28,1796,292
GES,2020-12-15,184,31,1808,299
GES,2020-12-16,124,12,1771,292
GES,2020-12-17,142,19,1773,290
GES,2020-12-18,152,22,1751,284
GES,2020-12-19,139,18,1808,293
GES,2020-12-20,105,12,1868,288
GES,2020-12-21,159,22,1841,286
GES,2020-12-22,200,28,1843,286
GES,2020-12-23,155,27,1789,288
GES,2020-12-24,111,20,1708,277
GES,2020-12-25,113,23,1745,294
