region,date,iHosp,iICU,inHosp,inICU
BFC,2020-10-12,49,11,224,46
BFC,2020-10-13,49,5,247,47
BFC,2020-10-14,43,4,274,45
BFC,2020-10-15,43,7,283,52
BFC,2020-10-16,48,9,296,55
BFC,2020-10-17,43,4,325,57
BFC,2020-10-18,41,4,355,59
BFC,2020-10-19,67,5,390,59
BFC,2020-10-20,68,10,414,66
BFC,2020-10-21,66,9,434,70
BFC,2020-10-22,83,6,473,72
BFC,2020-10-23,100,17,512,86
BFC,2020-10-24,92,8,569,89
BFC,2020-10-25,87,11,622,97
BFC,2020-10-26,107,16,644,106
BFC,2020-10-27,113,14,695,111
BFC,2020-10-28,117,16,727,116
BFC,2020-10-29,120,15,778,122
BFC,2020-10-30,146,15,829,128
BFC,2020-10-31,113,17,895,139
BFC,2020-11-01,95,12,946,147
BFC,2020-11-02,154,18,1001,155
BFC,2020-11-03,127,19,1003,163
BFC,2020-11-04,144,22,1028,177
BFC,2020-11-05,144,23,1017,192
BFC,2020-11-06,152,24,1015,199
BFC,2020-11-07,122,18,1062,207
BFC,2020-11-08,105,21,1117,220
BFC,2020-11-09,189,29,1164,239
BFC,2020-11-10,149,23,1128,237
BFC,2020-11-11,108,14,1177,241
BFC,2020-11-12,148,21,1166,245
BFC,2020-11-13,138,16,1135,242
BFC,2020-11-14,109,21,1175,250
BFC,2020-11-15,93,18,1212,262
BFC,2020-11-16,154,24,1198,263
BFC,2020-11-17,130,23,1173,262
BFC,2020-11-18,103,10,1146,249
BFC,2020-11-19,109,15,1129,249
BFC,2020-11-20,127,19,1112,256
BFC,2020-11-21,90,13,1152,253
BFC,2020-11-22,58,19,1172,264
BFC,2020-11-23,104,14,1112,259
BFC,2020-11-24,89,13,1068,250
BFC,2020-11-25,77,14,1014,251
BFC,2020-11-26,106,11,999,252
BFC,2020-11-27,103,17,977,247
BFC,2020-11-28,62,9,990,244
BFC,2020-11-29,60,9,1024,242
BFC,2020-11-30,111,16,989,243
BFC,2020-12-01,104,14,981,238
BFC,2020-12-02,118,8,994,229
BFC,2020-12-03,119,9,1009,227
BFC,2020-12-04,91,15,976,223
BFC,2020-12-05,54,10,989,220
BFC,2020-12-06,63,8,1024,216
BFC,2020-12-07,105,17,1029,207
BFC,2020-12-08,92,14,1006,209
BFC,2020-12-09,106,10,1015,197
BFC,2020-12-10,89,8,998,186
BFC,2020-12-11,82,13,965,181
BFC,2020-12-12,78,12,1008,183
BFC,2020-12-13,68,7,1043,184
BFC,2020-12-14,89,13,1021,183
BFC,2020-12-15,92,16,1014,181
BFC,2020-12-16,93,13,1010,184
BFC,2020-12-17,90,13,982,179
BFC,2020-12-18,104,17,962,177
BFC,2020-12-19,62,11,976,182
BFC,2020-12-20,46,8,991,179
BFC,2020-12-21,87,13,981,180
BFC,2020-12-22,104,8,969,177
BFC,2020-12-23,114,14,964,174
BFC,2020-12-24,66,11,934,171
BFC,2020-12-25,69,12,969,177
BFC,2020-12-26,75,7,1002,179
BFC,2020-12-27,73,6,1041,177
BFC,2020-12-28,116,16,1056,184
BFC,2020-12-29,91,16,1027,184
BFC,2020-12-30,77,7,1011,179
BFC,2020-12-31,75,12,976,177
BFC,2021-01-01,57,9,1003,179
BFC,2021-01-02,95,10,1036,183
BFC,2021-01-03,65,14,1053,189
BFC,2021-01-04,94,18,1029,194
BFC,2021-01-05,93,9,1013,184
BFC,2021-01-06,93,13,996,186
BFC,2021-01-07,96,15,982,182
BFC,2021-01-08,93,13,966,178
BFC,2021-01-09,61,3,999,171
BFC,2021-01-10,66,7,1034,176
BFC,2021-01-11,103,17,1029,180
BFC,2021-01-12,89,16,990,189
BFC,2021-01-13,114,13,1009,187
BFC,2021-01-14,96,8,1010,178
BFC,2021-01-15,110,16,997,169
BFC,2021-01-16,74,13,1020,175
BFC,2021-01-17,55,11,1037,180
BFC,2021-01-18,104,9,1022,177
BFC,2021-01-19,91,13,995,176
BFC,2021-01-20,98,10,986,176
BFC,2021-01-21,117,16,995,177
BFC,2021-01-22,95,11,967,168
BFC,2021-01-23,69,13,988,171
BFC,2021-01-24,55,11,1005,171
BFC,2021-01-25,98,13,995,172
BFC,2021-01-26,97,18,987,176
BFC,2021-01-27,75,7,937,166
BFC,2021-01-28,73,10,921,162
BFC,2021-01-29,84,14,899,159
BFC,2021-01-30,63,3,939,151
BFC,2021-01-31,54,11,962,157
BFC,2021-02-01,107,14,955,153
BFC,2021-02-02,96,9,957,147
BFC,2021-02-03,111,12,957,145
BFC,2021-02-04,84,10,934,142
BFC,2021-02-05,64,14,877,145
BFC,2021-02-06,46,8,898,143
BFC,2021-02-07,56,16,927,155
BFC,2021-02-08,79,17,902,158
BFC,2021-02-09,92,10,911,154
BFC,2021-02-10,57,16,860,159
BFC,2021-02-11,59,8,835,153
BFC,2021-02-12,49,12,789,155
BFC,2021-02-13,46,7,799,158
BFC,2021-02-14,35,7,810,162
BFC,2021-02-15,60,11,766,168
BFC,2021-02-16,77,11,750,168
BFC,2021-02-17,68,11,745,169
BFC,2021-02-18,45,12,711,167
BFC,2021-02-19,64,8,669,163
BFC,2021-02-20,48,6,692,160
BFC,2021-02-21,39,6,718,161
BFC,2021-02-22,80,8,694,155
BFC,2021-02-23,62,12,666,151
BFC,2021-02-24,46,10,647,150
BFC,2021-02-25,48,6,619,148
BFC,2021-02-26,53,7,594,146
BFC,2021-02-27,42,12,605,150
BFC,2021-02-28,41,6,629,152
BFC,2021-03-01,49,10,594,150
BFC,2021-03-02,70,16,580,156
BFC,2021-03-03,66,11,584,153
BFC,2021-03-04,44,10,564,152
BFC,2021-03-05,52,7,546,151
BFC,2021-03-06,50,6,574,149
BFC,2021-03-07,46,7,604,156
BFC,2021-03-08,59,12,584,157
BFC,2021-03-09,57,10,563,155
BFC,2021-03-10,40,9,557,144
BFC,2021-03-11,59,12,561,143
BFC,2021-03-12,52,7,539,143
BFC,2021-03-13,47,6,560,144
BFC,2021-03-14,47,16,576,155
BFC,2021-03-15,55,13,560,152
BFC,2021-03-16,51,11,547,151
BFC,2021-03-17,57,8,550,147
BFC,2021-03-18,59,12,551,154
BFC,2021-03-19,62,11,550,149
BFC,2021-03-20,46,6,564,149
BFC,2021-03-21,46,8,593,151
BFC,2021-03-22,64,9,589,148
BFC,2021-03-23,80,18,596,156
BFC,2021-03-24,63,13,609,154
BFC,2021-03-25,73,13,619,156
BFC,2021-03-26,69,10,622,152
BFC,2021-03-27,51,8,635,157
BFC,2021-03-28,47,6,660,156
BFC,2021-03-29,79,7,650,154
BFC,2021-03-30,86,14,655,157
BFC,2021-03-31,73,10,668,152
BFC,2021-04-01,88,17,667,153
BFC,2021-04-02,120,17,701,156
BFC,2021-04-03,54,17,695,164
BFC,2021-04-04,73,19,734,168
BFC,2021-04-05,61,7,762,172
BFC,2021-04-06,75,24,726,175
BFC,2021-04-07,77,16,704,177
BFC,2021-04-08,83,12,699,175
BFC,2021-04-09,90,19,670,174
BFC,2021-04-10,72,10,701,178
BFC,2021-04-11,66,7,744,179
BFC,2021-04-12,76,4,724,168
BFC,2021-04-13,76,19,709,173
BFC,2021-04-14,74,8,705,169
BFC,2021-04-15,81,17,711,172
BFC,2021-04-16,69,15,673,172
BFC,2021-04-17,87,18,719,183
BFC,2021-04-18,59,15,747,195
BFC,2021-04-19,76,21,719,203
BFC,2021-04-20,79,17,707,206
BFC,2021-04-21,78,11,700,205
BFC,2021-04-22,87,16,712,209
BFC,2021-04-23,81,12,678,210
BFC,2021-04-24,55,12,689,218
BFC,2021-04-25,54,9,717,219
BFC,2021-04-26,60,13,686,212
BFC,2021-04-27,67,7,681,199
BFC,2021-04-28,68,15,668,194
BFC,2021-04-29,52,6,646,184
BFC,2021-04-30,58,11,606,179
BFC,2021-05-01,38,8,612,185
BFC,2021-05-02,46,8,641,183
BFC,2021-05-03,50,15,590,185
BFC,2021-05-04,50,8,557,183
BFC,2021-05-05,38,10,505,180
BFC,2021-05-06,59,15,491,180
BFC,2021-05-07,44,11,472,169
BFC,2021-05-08,33,3,492,163
BFC,2021-05-09,37,5,515,158
BFC,2021-05-10,46,8,471,154
BFC,2021-05-11,53,6,452,153
BFC,2021-05-12,30,11,409,150
BFC,2021-05-13,24,5,416,149
BFC,2021-05-14,31,10,374,144
BFC,2021-05-15,22,8,368,144
BFC,2021-05-16,15,2,379,141
BFC,2021-05-17,27,5,352,132
BFC,2021-05-18,34,3,332,121
BFC,2021-05-19,22,3,309,109
BFC,2021-05-20,26,6,289,107
BFC,2021-05-21,31,5,269,105
BFC,2021-05-22,17,3,272,102
BFC,2021-05-23,18,2,282,101
BFC,2021-05-24,17,3,282,102
BFC,2021-05-25,25,4,267,93
BFC,2021-05-26,29,7,254,89
BFC,2021-05-27,20,8,230,93
BFC,2021-05-28,18,4,205,89
BFC,2021-05-29,19,6,208,90
BFC,2021-05-30,26,5,221,91
BFC,2021-05-31,19,5,211,88
BFC,2021-06-01,20,8,193,92
BFC,2021-06-02,27,4,198,90
BFC,2021-06-03,13,4,193,84
BFC,2021-06-04,13,0,171,76
BFC,2021-06-05,11,2,176,72
BFC,2021-06-06,6,3,177,75
BFC,2021-06-07,14,3,163,75
BFC,2021-06-08,21,2,157,71
BFC,2021-06-09,7,4,149,64
BFC,2021-06-10,11,3,134,59
BFC,2021-06-11,11,1,123,56
BFC,2021-06-12,17,5,131,60
BFC,2021-06-13,6,2,131,60
BFC,2021-06-14,9,1,123,53
BFC,2021-06-15,8,1,110,52
BFC,2021-06-16,11,1,107,45
BFC,2021-06-17,16,5,105,44
BFC,2021-06-18,3,0,98,41
BFC,2021-06-19,5,0,98,40
BFC,2021-06-20,3,3,94,40
BFC,2021-06-21,8,3,82,40
BFC,2021-06-22,5,1,79,39
BFC,2021-06-23,6,2,72,39
BFC,2021-06-24,4,0,69,36
BFC,2021-06-25,11,5,70,39
BFC,2021-06-26,3,0,73,34
BFC,2021-06-27,3,0,75,33
BFC,2021-06-28,3,1,73,26
BFC,2021-06-29,5,0,67,26
BFC,2021-06-30,6,0,71,24
BFC,2021-07-01,5,2,64,24
BFC,2021-07-02,8,2,64,22
BFC,2021-07-03,1,0,62,22
BFC,2021-07-04,6,1,66,22
BFC,2021-07-05,5,3,63,23
BFC,2021-07-06,2,0,54,23
BFC,2021-07-07,1,1,43,22
BFC,2021-07-08,2,0,42,20
BFC,2021-07-09,0,0,42,20
BRE,2020-03-01,5,0,5,0
BRE,2020-03-02,1,0,3,0
BRE,2020-03-03,6,0,8,0
BRE,2020-03-04,7,2,9,2
BRE,2020-03-05,5,2,11,4
BRE,2020-03-06,7,0,15,4
BRE,2020-03-07,4,0,18,4
BRE,2020-03-08,4,1,21,5
BRE,2020-03-09,8,2,25,6
BRE,2020-03-10,8,4,28,10
BRE,2020-03-11,8,1,30,11
BRE,2020-03-12,13,3,37,14
BRE,2020-03-13,11,4,39,17
BRE,2020-03-14,7,1,42,17
BRE,2020-03-15,23,4,57,21
BRE,2020-03-16,12,4,51,25
BRE,2020-03-17,12,3,56,27
BRE,2020-03-18,21,5,70,26
BRE,2020-03-19,24,5,84,28
BRE,2020-03-20,22,8,90,32
BRE,2020-03-21,28,7,106,37
BRE,2020-03-22,18,2,117,34
BRE,2020-03-23,45,9,140,40
BRE,2020-03-24,29,4,152,40
BRE,2020-03-25,60,9,196,46
BRE,2020-03-26,45,9,209,51
BRE,2020-03-27,38,11,226,53
BRE,2020-03-28,45,7,251,58
BRE,2020-03-29,33,9,263,64
BRE,2020-03-30,37,6,262,66
BRE,2020-03-31,40,12,262,76
BRE,2020-04-01,49,6,283,74
BRE,2020-04-02,33,8,281,76
BRE,2020-04-03,37,6,283,74
BRE,2020-04-04,28,4,292,72
BRE,2020-04-05,25,2,305,69
BRE,2020-04-06,28,4,288,60
BRE,2020-04-07,31,4,281,58
BRE,2020-04-08,47,7,294,58
BRE,2020-04-09,42,1,295,54
BRE,2020-04-10,37,3,288,53
BRE,2020-04-11,37,3,302,51
BRE,2020-04-12,25,5,306,54
BRE,2020-04-13,10,3,303,56
BRE,2020-04-14,26,2,283,54
BRE,2020-04-15,24,3,265,53
BRE,2020-04-16,23,4,262,51
BRE,2020-04-17,17,2,238,48
BRE,2020-04-18,17,0,239,46
BRE,2020-04-19,12,2,247,47
BRE,2020-04-20,18,1,233,40
BRE,2020-04-21,20,1,224,39
BRE,2020-04-22,17,1,213,39
BRE,2020-04-23,16,1,208,34
BRE,2020-04-24,10,1,190,33
BRE,2020-04-25,3,0,187,32
BRE,2020-04-26,4,1,190,30
BRE,2020-04-27,13,0,180,26
BRE,2020-04-28,8,2,169,26
BRE,2020-04-29,17,0,171,25
BRE,2020-04-30,12,2,157,25
BRE,2020-05-01,3,1,154,25
BRE,2020-05-02,10,0,155,24
BRE,2020-05-03,5,0,156,23
BRE,2020-05-04,3,1,145,19
BRE,2020-05-05,4,0,129,20
BRE,2020-05-06,6,1,118,19
BRE,2020-05-07,7,3,112,21
BRE,2020-05-08,4,1,113,22
BRE,2020-05-09,7,2,114,23
BRE,2020-05-10,5,0,119,22
BRE,2020-05-11,4,0,115,14
BRE,2020-05-12,6,1,111,14
BRE,2020-05-13,5,1,105,14
BRE,2020-05-14,2,0,87,13
BRE,2020-05-15,4,2,77,16
BRE,2020-05-16,5,0,78,15
BRE,2020-05-17,4,0,80,14
BRE,2020-05-18,6,1,81,13
BRE,2020-05-19,4,0,80,12
BRE,2020-05-20,7,0,72,12
BRE,2020-05-21,4,0,76,12
BRE,2020-05-22,6,1,72,13
BRE,2020-05-23,2,1,71,12
BRE,2020-05-24,5,1,74,12
BRE,2020-05-25,5,1,67,11
BRE,2020-05-26,1,1,61,9
BRE,2020-05-27,2,0,59,8
BRE,2020-05-28,5,2,59,10
BRE,2020-05-29,3,0,60,9
BRE,2020-05-30,2,0,60,8
BRE,2020-05-31,1,0,56,8
BRE,2020-06-01,0,0,55,8
BRE,2020-06-02,3,0,53,5
BRE,2020-06-03,3,0,53,4
BRE,2020-06-04,2,0,51,3
BRE,2020-06-05,2,0,48,2
BRE,2020-06-06,0,0,47,1
BRE,2020-06-07,1,1,47,2
BRE,2020-06-08,1,0,42,2
BRE,2020-06-09,2,0,39,2
BRE,2020-06-10,2,1,38,2
BRE,2020-06-11,2,0,35,2
BRE,2020-06-12,2,0,32,1
BRE,2020-06-13,2,0,34,1
BRE,2020-06-14,0,0,33,1
BRE,2020-06-15,1,0,31,1
BRE,2020-06-16,0,0,28,1
BRE,2020-06-17,0,0,25,1
BRE,2020-06-18,2,0,24,0
BRE,2020-06-19,0,0,20,0
BRE,2020-06-20,0,0,20,0
BRE,2020-06-21,1,0,21,0
BRE,2020-06-22,0,0,21,0
BRE,2020-06-23,1,0,19,0
BRE,2020-06-24,0,0,18,0
BRE,2020-06-25,0,0,14,0
BRE,2020-06-26,2,0,15,0
BRE,2020-06-27,0,0,14,0
BRE,2020-06-28,0,0,13,0
BRE,2020-06-29,2,0,14,0
BRE,2020-06-30,0,0,14,0
BRE,2020-07-01,3,0,14,0
BRE,2020-07-02,0,0,13,0
BRE,2020-07-03,1,0,14,0
BRE,2020-07-04,0,0,14,0
BRE,2020-07-05,1,0,15,0
BRE,2020-07-06,0,0,15,0
BRE,2020-07-07,0,0,14,0
BRE,2020-07-08,1,0,14,0
BRE,2020-07-09,2,0,15,0
BRE,2020-07-10,2,1,16,1
BRE,2020-07-11,1,1,15,2
BRE,2020-07-12,2,0,17,2
BRE,2020-07-13,1,0,18,2
BRE,2020-07-14,0,0,17,2
BRE,2020-07-15,2,0,18,2
BRE,2020-07-16,3,1,20,2
BRE,2020-07-17,3,0,20,1
BRE,2020-07-18,2,0,19,1
BRE,2020-07-19,2,0,21,1
BRE,2020-07-20,7,1,27,2
BRE,2020-07-21,1,0,27,2
BRE,2020-07-22,2,0,28,2
BRE,2020-07-23,1,0,27,2
BRE,2020-07-24,2,2,19,4
BRE,2020-07-25,2,1,18,5
BRE,2020-07-26,1,1,18,5
BRE,2020-07-27,1,0,16,5
BRE,2020-07-28,2,1,15,6
BRE,2020-07-29,1,1,15,6
BRE,2020-07-30,1,1,14,7
BRE,2020-07-31,5,1,17,8
BRE,2020-08-01,0,1,15,8
BRE,2020-08-02,2,2,15,10
BRE,2020-08-03,4,0,19,9
BRE,2020-08-04,3,1,18,7
BRE,2020-08-05,3,0,20,6
BRE,2020-08-06,0,1,19,6
BRE,2020-08-07,2,0,18,6
BRE,2020-08-08,0,0,16,6
BRE,2020-08-09,2,0,18,5
BRE,2020-08-10,3,0,21,4
BRE,2020-08-11,7,0,28,3
BRE,2020-08-12,2,0,30,3
BRE,2020-08-13,2,1,29,4
BRE,2020-08-14,4,0,32,4
BRE,2020-08-15,2,1,30,5
BRE,2020-08-16,1,0,29,5
BRE,2020-08-17,1,0,28,4
BRE,2020-08-18,2,0,30,3
BRE,2020-08-19,4,2,29,4
BRE,2020-08-20,3,0,30,4
BRE,2020-08-21,1,0,27,4
BRE,2020-08-22,1,0,27,4
BRE,2020-08-23,0,1,24,6
BRE,2020-08-24,4,0,26,6
BRE,2020-08-25,3,0,28,6
BRE,2020-08-26,1,0,27,5
BRE,2020-08-27,5,1,31,6
BRE,2020-08-28,4,0,34,4
BRE,2020-08-29,2,2,34,6
BRE,2020-08-30,1,0,35,6
BRE,2020-08-31,3,1,36,7
BRE,2020-09-01,5,0,38,6
BRE,2020-09-02,3,0,41,6
BRE,2020-09-03,4,0,43,5
BRE,2020-09-04,3,1,41,6
BRE,2020-09-05,9,0,49,6
BRE,2020-09-06,2,0,50,6
BRE,2020-09-07,6,1,52,7
BRE,2020-09-08,9,1,59,8
BRE,2020-09-09,5,1,60,9
BRE,2020-09-10,9,1,67,9
BRE,2020-09-11,7,2,69,11
BRE,2020-09-12,7,0,72,11
BRE,2020-09-13,7,3,71,14
BRE,2020-09-14,8,0,72,12
BRE,2020-09-15,11,3,77,14
BRE,2020-09-16,12,1,84,15
BRE,2020-09-17,16,0,95,12
BRE,2020-09-18,9,1,95,12
BRE,2020-09-19,9,2,101,12
BRE,2020-09-20,11,3,110,13
BRE,2020-09-21,16,2,115,11
BRE,2020-09-22,6,5,111,14
BRE,2020-09-23,15,2,115,13
BRE,2020-09-24,4,2,113,14
BRE,2020-09-25,8,1,116,13
BRE,2020-09-26,9,1,121,14
BRE,2020-09-27,4,2,123,14
BRE,2020-09-28,5,1,117,12
BRE,2020-09-29,6,5,112,17
BRE,2020-09-30,10,1,110,18
BRE,2020-10-01,8,0,106,17
BRE,2020-10-02,14,2,103,18
BRE,2020-10-03,10,3,110,19
BRE,2020-10-04,7,0,115,20
BRE,2020-10-05,17,2,120,20
BRE,2020-10-06,15,3,122,21
BRE,2020-10-07,12,1,118,21
BRE,2020-10-08,15,2,117,21
BRE,2020-10-09,13,4,116,24
BRE,2020-10-10,5,3,119,25
BRE,2020-10-11,16,1,131,26
BRE,2020-10-12,18,2,137,22
BRE,2020-10-13,21,7,140,29
BRE,2020-10-14,14,2,144,29
BRE,2020-10-15,20,3,150,32
BRE,2020-10-16,34,4,169,33
BRE,2020-10-17,25,5,183,37
BRE,2020-10-18,18,3,194,38
BRE,2020-10-19,33,3,207,35
BRE,2020-10-20,29,4,211,37
BRE,2020-10-21,20,2,211,37
BRE,2020-10-22,26,8,212,40
BRE,2020-10-23,30,6,221,41
BRE,2020-10-24,40,6,246,46
BRE,2020-10-25,16,6,250,53
BRE,2020-10-26,45,9,267,55
BRE,2020-10-27,43,4,289,55
BRE,2020-10-28,49,6,311,57
BRE,2020-10-29,46,9,321,62
BRE,2020-10-30,49,9,339,65
BRE,2020-10-31,37,4,356,66
BRE,2020-11-01,39,8,370,73
BRE,2020-11-02,49,4,380,73
BRE,2020-11-03,43,8,393,75
BRE,2020-11-04,57,8,415,74
BRE,2020-11-05,45,7,422,75
BRE,2020-11-06,63,9,418,75
BRE,2020-11-07,47,11,431,83
BRE,2020-11-08,28,9,436,91
BRE,2020-11-09,43,10,420,90
BRE,2020-11-10,64,8,427,96
BRE,2020-11-11,31,9,440,102
BRE,2020-11-12,43,4,438,91
BRE,2020-11-13,47,10,430,94
BRE,2020-11-14,29,4,439,93
BRE,2020-11-15,35,3,462,93
BRE,2020-11-16,32,4,439,85
BRE,2020-11-17,29,3,427,76
BRE,2020-11-18,44,2,438,66
BRE,2020-11-19,30,4,419,64
BRE,2020-11-20,25,4,395,66
BRE,2020-11-21,12,2,393,63
BRE,2020-11-22,10,0,392,62
BRE,2020-11-23,24,5,356,62
BRE,2020-11-24,28,1,358,60
BRE,2020-11-25,27,3,347,57
BRE,2020-11-26,16,2,332,54
BRE,2020-11-27,21,0,318,51
BRE,2020-11-28,15,1,324,50
BRE,2020-11-29,13,1,331,48
BRE,2020-11-30,11,1,320,46
BRE,2020-12-01,25,5,323,48
BRE,2020-12-02,20,5,313,49
BRE,2020-12-03,15,4,300,48
BRE,2020-12-04,16,1,289,47
BRE,2020-12-05,14,1,293,44
BRE,2020-12-06,14,0,303,43
BRE,2020-12-07,19,3,297,43
BRE,2020-12-08,27,1,303,43
BRE,2020-12-09,21,0,307,43
BRE,2020-12-10,29,1,317,39
BRE,2020-12-11,26,2,315,40
BRE,2020-12-12,24,2,327,41
BRE,2020-12-13,19,3,336,42
BRE,2020-12-14,26,3,333,41
BRE,2020-12-15,26,3,337,42
BRE,2020-12-16,22,0,332,38
BRE,2020-12-17,19,4,318,39
BRE,2020-12-18,16,6,316,39
BRE,2020-12-19,13,0,325,37
BRE,2020-12-20,12,3,327,39
BRE,2020-12-21,19,2,324,38
BRE,2020-12-22,14,3,305,35
BRE,2020-12-23,16,0,289,33
BRE,2020-12-24,18,1,282,33
BRE,2020-12-25,10,3,285,35
BRE,2020-12-26,13,3,287,37
BRE,2020-12-27,12,3,288,40
BRE,2020-12-28,25,4,294,39
BRE,2020-12-29,14,0,286,38
BRE,2020-12-30,22,5,280,41
BRE,2020-12-31,25,0,281,40
BRE,2021-01-01,21,4,292,43
BRE,2021-01-02,23,4,301,45
BRE,2021-01-03,18,2,307,47
BRE,2021-01-04,29,1,307,46
BRE,2021-01-05,29,3,312,46
BRE,2021-01-06,19,2,311,44
BRE,2021-01-07,20,1,308,43
BRE,2021-01-08,21,2,314,39
BRE,2021-01-09,18,2,325,37
BRE,2021-01-10,27,2,343,39
BRE,2021-01-11,25,2,327,38
BRE,2021-01-12,43,4,332,39
BRE,2021-01-13,46,2,342,36
BRE,2021-01-14,29,4,336,39
BRE,2021-01-15,21,4,329,41
BRE,2021-01-16,26,3,338,43
BRE,2021-01-17,22,4,345,45
BRE,2021-01-18,37,2,346,40
BRE,2021-01-19,37,2,355,39
BRE,2021-01-20,36,4,370,39
BRE,2021-01-21,34,4,380,37
BRE,2021-01-22,57,2,404,37
BRE,2021-01-23,29,3,415,38
BRE,2021-01-24,22,0,428,36
BRE,2021-01-25,33,9,414,41
BRE,2021-01-26,47,5,421,41
BRE,2021-01-27,37,2,419,41
BRE,2021-01-28,49,5,435,41
BRE,2021-01-29,35,5,437,41
BRE,2021-01-30,39,7,450,44
BRE,2021-01-31,29,3,463,45
BRE,2021-02-01,44,4,460,46
BRE,2021-02-02,50,1,474,43
BRE,2021-02-03,38,5,473,41
BRE,2021-02-04,30,6,458,43
BRE,2021-02-05,44,8,462,49
BRE,2021-02-06,23,6,470,50
BRE,2021-02-07,25,5,478,55
BRE,2021-02-08,33,6,470,53
BRE,2021-02-09,35,7,456,58
BRE,2021-02-10,35,4,461,57
BRE,2021-02-11,20,2,449,58
BRE,2021-02-12,34,5,423,59
BRE,2021-02-13,15,2,422,59
BRE,2021-02-14,23,3,436,61
BRE,2021-02-15,28,2,425,53
BRE,2021-02-16,38,5,409,54
BRE,2021-02-17,28,7,397,50
BRE,2021-02-18,36,4,394,51
BRE,2021-02-19,33,2,399,47
BRE,2021-02-20,18,2,402,45
BRE,2021-02-21,20,4,410,47
BRE,2021-02-22,34,4,394,51
BRE,2021-02-23,16,3,369,47
BRE,2021-02-24,36,3,365,46
BRE,2021-02-25,22,4,344,47
BRE,2021-02-26,30,5,341,47
BRE,2021-02-27,25,1,354,46
BRE,2021-02-28,20,5,360,48
BRE,2021-03-01,32,6,345,51
BRE,2021-03-02,26,1,334,49
BRE,2021-03-03,25,3,322,48
BRE,2021-03-04,30,11,313,55
BRE,2021-03-05,35,5,310,59
BRE,2021-03-06,31,7,318,66
BRE,2021-03-07,16,2,327,66
BRE,2021-03-08,26,6,313,62
BRE,2021-03-09,29,5,302,63
BRE,2021-03-10,37,2,306,59
BRE,2021-03-11,34,3,310,58
BRE,2021-03-12,38,5,318,59
BRE,2021-03-13,23,6,326,62
BRE,2021-03-14,21,3,337,64
BRE,2021-03-15,34,7,326,65
BRE,2021-03-16,52,8,343,66
BRE,2021-03-17,34,10,346,70
BRE,2021-03-18,45,4,356,68
BRE,2021-03-19,38,9,357,74
BRE,2021-03-20,27,7,363,77
BRE,2021-03-21,29,9,377,82
BRE,2021-03-22,40,4,381,82
BRE,2021-03-23,58,10,394,86
BRE,2021-03-24,40,8,384,89
BRE,2021-03-25,50,10,391,90
BRE,2021-03-26,50,12,405,92
BRE,2021-03-27,30,4,410,90
BRE,2021-03-28,30,9,429,93
BRE,2021-03-29,54,9,429,98
BRE,2021-03-30,41,10,419,96
BRE,2021-03-31,55,9,445,95
BRE,2021-04-01,48,7,442,98
BRE,2021-04-02,47,8,425,95
BRE,2021-04-03,52,10,437,99
BRE,2021-04-04,34,8,446,102
BRE,2021-04-05,31,11,452,106
BRE,2021-04-06,47,10,443,103
BRE,2021-04-07,52,11,442,108
BRE,2021-04-08,29,13,422,112
BRE,2021-04-09,57,12,408,116
BRE,2021-04-10,42,6,424,118
BRE,2021-04-11,32,7,443,119
BRE,2021-04-12,53,8,447,117
BRE,2021-04-13,56,8,446,119
BRE,2021-04-14,41,4,447,113
BRE,2021-04-15,47,6,447,110
BRE,2021-04-16,42,12,431,110
BRE,2021-04-17,42,12,449,115
BRE,2021-04-18,29,8,461,114
BRE,2021-04-19,54,15,454,117
BRE,2021-04-20,33,8,440,118
BRE,2021-04-21,50,9,443,119
BRE,2021-04-22,55,5,457,114
BRE,2021-04-23,46,3,467,101
BRE,2021-04-24,40,4,472,101
BRE,2021-04-25,33,4,489,100
BRE,2021-04-26,41,7,456,100
BRE,2021-04-27,46,5,450,101
BRE,2021-04-28,35,6,431,95
BRE,2021-04-29,28,3,422,93
BRE,2021-04-30,35,7,423,95
BRE,2021-05-01,28,4,435,91
BRE,2021-05-02,21,4,443,93
BRE,2021-05-03,31,3,409,90
BRE,2021-05-04,29,1,388,88
BRE,2021-05-05,31,5,379,90
BRE,2021-05-06,22,5,351,86
BRE,2021-05-07,30,5,342,83
BRE,2021-05-08,30,2,357,83
BRE,2021-05-09,18,6,361,88
BRE,2021-05-10,20,2,336,79
BRE,2021-05-11,27,6,323,83
BRE,2021-05-12,19,4,300,80
BRE,2021-05-13,15,3,304,80
BRE,2021-05-14,17,3,293,73
BRE,2021-05-15,11,5,287,75
BRE,2021-05-16,9,0,290,73
BRE,2021-05-17,18,2,259,71
BRE,2021-05-18,15,4,254,68
BRE,2021-05-19,10,3,237,64
BRE,2021-05-20,17,4,225,65
BRE,2021-05-21,15,1,201,59
BRE,2021-05-22,19,3,202,63
BRE,2021-05-23,13,3,206,65
BRE,2021-05-24,14,0,215,62
BRE,2021-05-25,16,3,196,59
BRE,2021-05-26,14,4,185,61
BRE,2021-05-27,14,3,166,59
BRE,2021-05-28,5,1,142,58
BRE,2021-05-29,11,1,142,58
BRE,2021-05-30,8,1,150,57
BRE,2021-05-31,14,2,152,54
BRE,2021-06-01,12,2,152,51
BRE,2021-06-02,9,3,151,51
BRE,2021-06-03,6,2,140,51
BRE,2021-06-04,9,3,130,52
